time,dancer,joint,x,y,z
7602,1,SPINE_SHOULDER,-45.853912,410.95096,-131.20374
7602,1,LEFT_HANDTIP,-73.69388,678.3769,-91.323364
7602,1,LEFT_THUMB,-57.812317,640.4113,-77.38794
7602,1,RIGHT_HANDTIP,51.000824,688.44696,-168.98767
7602,1,RIGHT_THUMB,34.579926,653.12366,-152.11157
7602,2,SPINE_BASE,784.23016,645.6777,-239.22852
7602,2,SPINE_MID,784.11523,506.19305,-238.1897
7602,2,NECK,782.3794,370.42535,-231.7284
7602,2,HEAD,786.7104,319.35684,-240.90186
7602,2,LEFT_SHOULDER,718.3303,436.14526,-213.60803
7602,2,LEFT_ELBOW,640.49176,529.52747,-226.05212
7602,2,LEFT_WRIST,567.8987,601.7555,-231.75757
7602,2,LEFT_HAND,547.5718,628.4852,-239.23315
7602,2,RIGHT_SHOULDER,838.4111,437.7452,-209.95972
7602,2,RIGHT_ELBOW,914.6924,547.1712,-232.11975
7602,2,RIGHT_WRIST,969.1535,628.35284,-251.75232
7602,2,RIGHT_HAND,993.3264,645.49994,-263.46008
7602,2,LEFT_HIP,750.8361,644.8697,-225.5935
7602,2,LEFT_KNEE,703.5321,782.22,-246.90698
7602,2,LEFT_ANKLE,649.8411,937.9817,-212.5774
7602,2,LEFT_FOOT,645.3169,953.07983,-154.08398
7602,2,RIGHT_HIP,807.7477,645.32355,-220.9978
7602,2,RIGHT_KNEE,843.6,781.1699,-234.70862
7602,2,RIGHT_ANKLE,853.08606,953.05194,-230.78601
7602,2,RIGHT_FOOT,846.2998,968.2058,-172.92236
7602,2,SPINE_SHOULDER,783.11615,403.8474,-234.3357
7602,2,LEFT_HANDTIP,530.574,652.3032,-246.36829
7602,2,LEFT_THUMB,556.35834,635.72845,-225.13574
7602,2,RIGHT_HANDTIP,1002.1763,665.72156,-271.5431
7602,2,RIGHT_THUMB,1002.3058,646.2235,-253.24988
7648,1,SPINE_BASE,-47.053955,663.1088,-144.21252
7648,1,SPINE_MID,-47.019836,517.864,-138.21716
7648,1,NECK,-45.057953,375.92596,-127.82971
7648,1,HEAD,-47.06726,325.667,-136.9585
7648,1,LEFT_SHOULDER,-98.22983,444.7785,-111.42053
7648,1,LEFT_ELBOW,-124.19214,539.28906,-129.8938
7648,1,LEFT_WRIST,-89.94989,628.80096,-92.779785
7648,1,LEFT_HAND,-81.688354,652.1988,-89.955444
7648,1,RIGHT_SHOULDER,23.418793,443.894,-115.61267
7648,1,RIGHT_ELBOW,36.67099,543.07886,-130.12012
7648,1,RIGHT_WRIST,45.160126,640.7311,-150.14075
7648,1,RIGHT_HAND,44.742157,653.3588,-157.66125
7648,1,LEFT_HIP,-69.00955,662.8927,-130.05151
7648,1,LEFT_KNEE,-77.71066,813.54803,-123.6958
7648,1,LEFT_ANKLE,-76.68375,944.17896,-114.116455
7648,1,LEFT_FOOT,-57.428864,973.7439,-109.52124
7648,1,RIGHT_HIP,-15.102631,661.88873,-132.81653
7648,1,RIGHT_KNEE,-17.262756,799.263,-127.453125
7648,1,RIGHT_ANKLE,-30.44455,944.81024,-118.1095
7648,1,RIGHT_FOOT,-48.197174,970.13684,-109.87109
7648,1,SPINE_SHOULDER,-45.848114,410.91968,-131.23975
7648,1,LEFT_HANDTIP,-72.19449,678.1325,-92.38147
7648,1,LEFT_THUMB,-56.85016,638.9396,-78.20569
7648,1,RIGHT_HANDTIP,52.04489,688.4918,-165.79858
7648,1,RIGHT_THUMB,33.890015,653.7188,-152.344
7648,2,SPINE_BASE,790.5758,645.01544,-238.66663
7648,2,SPINE_MID,790.78394,505.32098,-238.72375
7648,2,NECK,789.45325,369.32166,-233.45251
7648,2,HEAD,793.1215,317.7121,-241.86084
7648,2,LEFT_SHOULDER,725.8136,435.5501,-214.505
7648,2,LEFT_ELBOW,646.32764,533.5657,-227.11719
7648,2,LEFT_WRIST,580.796,612.40216,-232.88269
7648,2,LEFT_HAND,561.86566,636.0837,-240.22351
7648,2,RIGHT_SHOULDER,846.2189,436.30505,-210.04675
7648,2,RIGHT_ELBOW,920.6534,546.4132,-232.6416
7648,2,RIGHT_WRIST,974.1075,628.2705,-252.98938
7648,2,RIGHT_HAND,998.70306,645.6911,-266.5315
7648,2,LEFT_HIP,757.306,644.43896,-225.45264
7648,2,LEFT_KNEE,715.6675,782.05054,-250.84595
7648,2,LEFT_ANKLE,662.8922,936.0248,-219.59973
7648,2,LEFT_FOOT,657.9137,951.05554,-161.0769
7648,2,RIGHT_HIP,813.8378,644.4429,-220.0564
7648,2,RIGHT_KNEE,849.6635,781.04895,-231.91577
7648,2,RIGHT_ANKLE,855.0612,953.48645,-227.17773
7648,2,RIGHT_FOOT,847.9298,968.5062,-169.28589
7648,2,SPINE_SHOULDER,790.085,402.80438,-235.75
7648,2,LEFT_HANDTIP,548.13007,660.4336,-246.64355
7648,2,LEFT_THUMB,572.5559,643.01324,-225.63135
7648,2,RIGHT_HANDTIP,1013.0451,663.09827,-273.958
7648,2,RIGHT_THUMB,1003.77966,638.3515,-253.29504
7690,1,SPINE_BASE,-46.788727,662.8104,-144.42932
7690,1,SPINE_MID,-46.892242,517.75757,-138.3894
7690,1,NECK,-45.028564,375.92175,-127.993164
7690,1,HEAD,-47.03363,325.63385,-137.03406
7690,1,LEFT_SHOULDER,-97.8808,444.43695,-112.35022
7690,1,LEFT_ELBOW,-124.17981,538.86304,-130.75403
7690,1,LEFT_WRIST,-90.1149,628.92065,-94.94751
7690,1,LEFT_HAND,-82.114075,650.18317,-90.86694
7690,1,RIGHT_SHOULDER,23.600311,443.21924,-116.385254
7690,1,RIGHT_ELBOW,37.00708,542.4778,-130.47192
7690,1,RIGHT_WRIST,45.463806,640.1504,-150.42908
7690,1,RIGHT_HAND,45.161774,653.5089,-158.38086
7690,1,LEFT_HIP,-68.76892,662.6451,-130.2279
7690,1,LEFT_KNEE,-77.64804,813.69543,-123.881226
7690,1,LEFT_ANKLE,-76.19107,944.7191,-114.29944
7690,1,LEFT_FOOT,-70.31769,959.63464,-63.301514
7690,1,RIGHT_HIP,-14.819702,661.5487,-133.0763
7690,1,RIGHT_KNEE,-17.322144,800.40015,-127.8186
7690,1,RIGHT_ANKLE,-30.521149,945.3136,-118.31799
7690,1,RIGHT_FOOT,-25.086212,960.1853,-67.15552
7690,1,SPINE_SHOULDER,-45.800568,410.89813,-131.39246
7690,1,LEFT_HANDTIP,-72.43213,675.55585,-91.43042
7690,1,LEFT_THUMB,-57.489807,637.60876,-79.184204
7690,1,RIGHT_HANDTIP,51.00061,687.0668,-168.94458
7690,1,RIGHT_THUMB,32.714172,654.38464,-152.45337
7691,2,SPINE_BASE,802.1169,644.4539,-238.46667
7691,2,SPINE_MID,804.8312,504.37778,-239.4895
7691,2,NECK,805.89197,367.9655,-235.22961
7691,2,HEAD,807.5731,316.07578,-244.6886
7691,2,LEFT_SHOULDER,739.6574,433.85986,-214.98914
7691,2,LEFT_ELBOW,664.256,539.031,-230.21399
7691,2,LEFT_WRIST,605.79224,623.00116,-237.32288
7691,2,LEFT_HAND,590.6643,645.7019,-244.26807
7691,2,RIGHT_SHOULDER,851.3678,435.77118,-210.39319
7691,2,RIGHT_ELBOW,932.19525,543.5764,-231.27515
7691,2,RIGHT_WRIST,982.6975,626.7556,-253.50171
7691,2,RIGHT_HAND,1007.0768,645.3903,-265.7666
7691,2,LEFT_HIP,768.7959,643.62195,-225.22913
7691,2,LEFT_KNEE,734.3241,781.0177,-254.63647
7691,2,LEFT_ANKLE,682.2051,938.20105,-228.21313
7691,2,LEFT_FOOT,676.8843,953.1421,-169.69043
7691,2,RIGHT_HIP,825.139,644.1407,-219.96228
7691,2,RIGHT_KNEE,855.7652,783.04285,-229.276
7691,2,RIGHT_ANKLE,858.09155,953.501,-223.61267
7691,2,RIGHT_FOOT,850.781,968.4098,-165.69727
7691,2,SPINE_SHOULDER,805.9438,401.55453,-237.27332
7691,2,LEFT_HANDTIP,579.54346,668.3353,-250.03003
7691,2,LEFT_THUMB,600.26447,655.0304,-224.90002
7691,2,RIGHT_HANDTIP,1017.7629,663.49915,-274.32715
7691,2,RIGHT_THUMB,1020.64404,655.0889,-263.96008
7733,1,SPINE_BASE,-46.83029,662.66235,-144.56189
7733,1,SPINE_MID,-46.922974,517.578,-138.68726
7733,1,NECK,-45.066833,375.72638,-128.51355
7733,1,HEAD,-46.962524,325.55267,-137.26245
7733,1,LEFT_SHOULDER,-97.361115,444.2936,-112.69739
7733,1,LEFT_ELBOW,-124.10968,538.5371,-131.25745
7733,1,LEFT_WRIST,-90.545715,628.70447,-95.25635
7733,1,LEFT_HAND,-82.17084,651.03357,-91.68274
7733,1,RIGHT_SHOULDER,23.652802,442.73108,-117.13098
7733,1,RIGHT_ELBOW,37.075745,542.0904,-130.7268
7733,1,RIGHT_WRIST,45.34723,639.75525,-150.77173
7733,1,RIGHT_HAND,42.745514,659.55023,-162.1709
7733,1,LEFT_HIP,-68.82703,662.4628,-130.41699
7733,1,LEFT_KNEE,-77.49072,812.2643,-124.76709
7733,1,LEFT_ANKLE,-76.18216,942.99023,-114.46179
7733,1,LEFT_FOOT,-56.508118,972.501,-109.30066
7733,1,RIGHT_HIP,-14.848022,661.43665,-133.16284
7733,1,RIGHT_KNEE,-17.190643,797.4325,-129.36914
7733,1,RIGHT_ANKLE,-30.390045,945.07385,-118.246704
7733,1,RIGHT_FOOT,-24.824707,959.9263,-67.07605
7733,1,SPINE_SHOULDER,-45.838562,410.7094,-131.84912
7733,1,LEFT_HANDTIP,-72.06802,674.29486,-90.78662
7733,1,LEFT_THUMB,-58.62796,635.6329,-80.71692
7733,1,RIGHT_HANDTIP,45.335175,691.2017,-172.45251
7733,1,RIGHT_THUMB,30.85141,656.9348,-155.70715
7733,2,SPINE_BASE,807.46985,644.0271,-238.50403
7733,2,SPINE_MID,809.7334,503.59955,-240.01074
7733,2,NECK,810.2625,366.90472,-236.14746
7733,2,HEAD,816.25494,314.28638,-245.46887
7733,2,LEFT_SHOULDER,746.99414,433.68896,-215.52917
7733,2,LEFT_ELBOW,675.30066,540.4969,-231.0398
7733,2,LEFT_WRIST,618.2646,625.0462,-240.61853
7733,2,LEFT_HAND,604.28174,649.96173,-246.77539
7733,2,RIGHT_SHOULDER,873.4048,433.89755,-210.84277
7733,2,RIGHT_ELBOW,937.9407,543.68256,-231.37463
7733,2,RIGHT_WRIST,987.1115,627.88257,-253.00024
7733,2,RIGHT_HAND,1011.2684,645.6512,-268.02002
7733,2,LEFT_HIP,774.3395,643.2922,-225.11072
7733,2,LEFT_KNEE,742.299,782.8896,-256.82056
7733,2,LEFT_ANKLE,702.7822,938.81946,-231.53772
7733,2,LEFT_FOOT,697.3457,953.75146,-173.03015
7733,2,RIGHT_HIP,830.17163,643.63635,-220.18188
7733,2,RIGHT_KNEE,860.27014,787.7742,-228.90686
7733,2,RIGHT_ANKLE,858.25684,953.5675,-223.88098
7733,2,RIGHT_FOOT,851.0641,968.4499,-165.92993
7733,2,SPINE_SHOULDER,810.4538,400.5582,-238.09875
7733,2,LEFT_HANDTIP,595.15045,673.6403,-250.781
7733,2,LEFT_THUMB,614.30664,652.6313,-230.04297
7733,2,RIGHT_HANDTIP,1021.7887,665.30945,-278.36816
7733,2,RIGHT_THUMB,1021.4505,653.93024,-263.75732
7775,1,SPINE_BASE,-46.910583,662.53973,-144.67834
7775,1,SPINE_MID,-46.88849,517.54333,-138.81934
7775,1,NECK,-44.891907,375.78342,-128.72742
7775,1,HEAD,-46.934845,325.50125,-137.37354
7775,1,LEFT_SHOULDER,-97.07535,444.27316,-112.98633
7775,1,LEFT_ELBOW,-124.098816,538.36847,-131.82703
7775,1,LEFT_WRIST,-90.4888,628.3511,-95.319214
7775,1,LEFT_HAND,-81.6434,652.8281,-91.15259
7775,1,RIGHT_SHOULDER,23.624298,442.53638,-117.38403
7775,1,RIGHT_ELBOW,37.044037,541.9193,-130.94165
7775,1,RIGHT_WRIST,45.663147,639.6283,-150.77344
7775,1,RIGHT_HAND,43.215393,659.12054,-162.14185
7775,1,LEFT_HIP,-68.923035,662.3193,-130.52087
7775,1,LEFT_KNEE,-77.43353,812.0026,-125.08728
7775,1,LEFT_ANKLE,-76.2225,942.7906,-114.41736
7775,1,LEFT_FOOT,-56.34027,972.08044,-109.87207
7775,1,RIGHT_HIP,-14.913757,661.3375,-133.29224
7775,1,RIGHT_KNEE,-17.426117,796.0399,-130.01953
7775,1,RIGHT_ANKLE,-30.380432,945.0397,-118.31653
7775,1,RIGHT_FOOT,-24.824799,959.8876,-67.14307
7775,1,SPINE_SHOULDER,-45.710327,410.73886,-132.03601
7775,1,LEFT_HANDTIP,-73.94949,676.723,-91.88196
7775,1,LEFT_THUMB,-58.714935,638.7293,-79.13757
7775,1,RIGHT_HANDTIP,45.785095,692.043,-170.9674
7775,1,RIGHT_THUMB,31.3656,661.0983,-161.76501
7780,2,SPINE_BASE,812.87915,643.1168,-238.20557
7780,2,SPINE_MID,815.2831,502.58875,-239.91516
7780,2,NECK,815.8467,365.80884,-236.2522
7780,2,HEAD,820.16504,314.0171,-244.73718
7780,2,LEFT_SHOULDER,750.73016,433.31863,-216.04724
7780,2,LEFT_ELBOW,685.1741,541.1325,-231.83472
7780,2,LEFT_WRIST,631.8003,627.7592,-242.82654
7780,2,LEFT_HAND,617.1383,652.28766,-250.7666
7780,2,RIGHT_SHOULDER,874.129,433.68655,-210.67786
7780,2,RIGHT_ELBOW,942.12286,542.8829,-230.94946
7780,2,RIGHT_WRIST,991.1964,626.99713,-253.00317
7780,2,RIGHT_HAND,1014.8903,647.0954,-268.0442
7780,2,LEFT_HIP,780.0,642.46484,-224.693
7780,2,LEFT_KNEE,751.14844,784.4155,-258.23218
7780,2,LEFT_ANKLE,717.2723,942.6705,-235.23962
7780,2,LEFT_FOOT,711.4054,957.56,-176.77148
7780,2,RIGHT_HIP,835.2033,642.6721,-220.03796
7780,2,RIGHT_KNEE,862.8307,791.5785,-228.35791
7780,2,RIGHT_ANKLE,858.6602,953.9262,-224.05249
7780,2,RIGHT_FOOT,851.19006,968.78546,-166.09753
7780,2,SPINE_SHOULDER,816.04126,399.482,-238.15283
7780,2,LEFT_HANDTIP,608.4585,676.5603,-259.5652
7780,2,LEFT_THUMB,625.7707,662.2817,-237.0
7780,2,RIGHT_HANDTIP,1024.835,669.4393,-282.8098
7780,2,RIGHT_THUMB,1023.02515,647.82404,-257.29993
7826,1,SPINE_BASE,-46.910583,662.53973,-144.67834
7826,1,SPINE_MID,-46.88849,517.54333,-138.81934
7826,1,NECK,-44.891907,375.78342,-128.72742
7826,1,HEAD,-46.934845,325.50125,-137.37354
7826,1,LEFT_SHOULDER,-97.07535,444.27316,-112.98633
7826,1,LEFT_ELBOW,-124.098816,538.36847,-131.82703
7826,1,LEFT_WRIST,-90.4888,628.3511,-95.319214
7826,1,LEFT_HAND,-81.6434,652.8281,-91.15259
7826,1,RIGHT_SHOULDER,23.624298,442.53638,-117.38403
7826,1,RIGHT_ELBOW,37.044037,541.9193,-130.94165
7826,1,RIGHT_WRIST,45.663147,639.6283,-150.77344
7826,1,RIGHT_HAND,43.215393,659.12054,-162.14185
7826,1,LEFT_HIP,-68.923035,662.3193,-130.52087
7826,1,LEFT_KNEE,-77.43353,812.0026,-125.08728
7826,1,LEFT_ANKLE,-76.2225,942.7906,-114.41736
7826,1,LEFT_FOOT,-56.34027,972.08044,-109.87207
7826,1,RIGHT_HIP,-14.913757,661.3375,-133.29224
7826,1,RIGHT_KNEE,-17.426117,796.0399,-130.01953
7826,1,RIGHT_ANKLE,-30.380432,945.0397,-118.31653
7826,1,RIGHT_FOOT,-24.824799,959.8876,-67.14307
7826,1,SPINE_SHOULDER,-45.710327,410.73886,-132.03601
7826,1,LEFT_HANDTIP,-73.94949,676.723,-91.88196
7826,1,LEFT_THUMB,-58.714935,638.7293,-79.13757
7826,1,RIGHT_HANDTIP,45.785095,692.043,-170.9674
7826,1,RIGHT_THUMB,31.3656,661.0983,-161.76501
7827,2,SPINE_BASE,812.87915,643.1168,-238.20557
7827,2,SPINE_MID,815.2831,502.58875,-239.91516
7827,2,NECK,815.8467,365.80884,-236.2522
7827,2,HEAD,820.16504,314.0171,-244.73718
7827,2,LEFT_SHOULDER,750.73016,433.31863,-216.04724
7827,2,LEFT_ELBOW,685.1741,541.1325,-231.83472
7827,2,LEFT_WRIST,631.8003,627.7592,-242.82654
7827,2,LEFT_HAND,617.1383,652.28766,-250.7666
7827,2,RIGHT_SHOULDER,874.129,433.68655,-210.67786
7827,2,RIGHT_ELBOW,942.12286,542.8829,-230.94946
7827,2,RIGHT_WRIST,991.1964,626.99713,-253.00317
7827,2,RIGHT_HAND,1014.8903,647.0954,-268.0442
7827,2,LEFT_HIP,780.0,642.46484,-224.693
7827,2,LEFT_KNEE,751.14844,784.4155,-258.23218
7827,2,LEFT_ANKLE,717.2723,942.6705,-235.23962
7827,2,LEFT_FOOT,711.4054,957.56,-176.77148
7827,2,RIGHT_HIP,835.2033,642.6721,-220.03796
7827,2,RIGHT_KNEE,862.8307,791.5785,-228.35791
7827,2,RIGHT_ANKLE,858.6602,953.9262,-224.05249
7827,2,RIGHT_FOOT,851.19006,968.78546,-166.09753
7827,2,SPINE_SHOULDER,816.04126,399.482,-238.15283
7827,2,LEFT_HANDTIP,608.4585,676.5603,-259.5652
7827,2,LEFT_THUMB,625.7707,662.2817,-237.0
7827,2,RIGHT_HANDTIP,1024.835,669.4393,-282.8098
7827,2,RIGHT_THUMB,1023.02515,647.82404,-257.29993
7869,1,SPINE_BASE,-47.794525,662.0704,-145.34961
7869,1,SPINE_MID,-47.04535,517.4134,-139.22656
7869,1,NECK,-44.70941,375.81396,-129.06409
7869,1,HEAD,-46.889282,325.3927,-137.71606
7869,1,LEFT_SHOULDER,-99.07843,443.9115,-114.57263
7869,1,LEFT_ELBOW,-125.06915,538.3228,-133.4397
7869,1,LEFT_WRIST,-94.49698,629.7976,-98.252686
7869,1,LEFT_HAND,-82.51364,650.7486,-93.72778
7869,1,RIGHT_SHOULDER,23.244171,442.30457,-118.07727
7869,1,RIGHT_ELBOW,36.926453,541.6853,-131.49658
7869,1,RIGHT_WRIST,45.8815,639.16895,-150.95471
7869,1,RIGHT_HAND,46.81537,660.2566,-162.93323
7869,1,LEFT_HIP,-69.84305,661.83386,-131.16895
7869,1,LEFT_KNEE,-77.312775,811.7881,-125.520874
7869,1,LEFT_ANKLE,-76.1304,942.81287,-114.38977
7869,1,LEFT_FOOT,-56.73459,972.3736,-109.580444
7869,1,RIGHT_HIP,-15.749695,660.90173,-133.98938
7869,1,RIGHT_KNEE,-17.805298,795.79803,-130.703
7869,1,RIGHT_ANKLE,-30.363922,945.2634,-118.43396
7869,1,RIGHT_FOOT,-25.112549,960.12915,-67.26404
7869,1,SPINE_SHOULDER,-45.614014,410.7356,-132.36438
7869,1,LEFT_HANDTIP,-75.25922,675.1476,-94.77246
7869,1,LEFT_THUMB,-59.12906,635.12646,-83.533325
7869,1,RIGHT_HANDTIP,47.19214,690.4527,-174.6156
7869,1,RIGHT_THUMB,36.667572,662.8157,-162.60718
7869,2,SPINE_BASE,826.6293,643.2613,-238.20117
7869,2,SPINE_MID,831.6497,501.6373,-241.02637
7869,2,NECK,835.0808,363.5725,-238.70215
7869,2,HEAD,839.21216,312.48618,-247.65515
7869,2,LEFT_SHOULDER,766.72974,432.21896,-217.35828
7869,2,LEFT_ELBOW,710.7035,543.2454,-236.58215
7869,2,LEFT_WRIST,662.708,632.02637,-251.91199
7869,2,LEFT_HAND,646.61755,657.539,-259.08496
7869,2,RIGHT_SHOULDER,884.96893,432.89417,-210.72498
7869,2,RIGHT_ELBOW,951.0168,542.10876,-228.318
7869,2,RIGHT_WRIST,993.15173,629.55444,-252.04785
7869,2,RIGHT_HAND,1018.9262,652.3012,-265.5028
7869,2,LEFT_HIP,794.2212,642.61957,-225.27344
7869,2,LEFT_KNEE,782.6594,794.2337,-253.63965
7869,2,LEFT_ANKLE,773.90643,947.88196,-238.49548
7869,2,LEFT_FOOT,766.8754,962.63293,-180.20154
7869,2,RIGHT_HIP,848.1787,642.802,-219.58545
7869,2,RIGHT_KNEE,873.69495,810.0207,-225.05737
7869,2,RIGHT_ANKLE,860.13745,954.0854,-225.05103
7869,2,RIGHT_FOOT,852.1241,968.81177,-167.09644
7869,2,SPINE_SHOULDER,834.5431,397.58585,-240.24255
7869,2,LEFT_HANDTIP,639.8921,681.99646,-267.4037
7869,2,LEFT_THUMB,654.03125,665.22705,-242.40503
7869,2,RIGHT_HANDTIP,1024.0835,672.9946,-274.14062
7869,2,RIGHT_THUMB,1029.7483,660.176,-262.05005
7911,1,SPINE_BASE,-49.617462,661.16486,-147.07874
7911,1,SPINE_MID,-47.93936,516.5443,-141.49084
7911,1,NECK,-44.622345,375.03613,-131.82153
7911,1,HEAD,-46.846924,324.81375,-139.19788
7911,1,LEFT_SHOULDER,-100.74475,443.29584,-116.97925
7911,1,LEFT_ELBOW,-126.51337,537.89087,-135.41309
7911,1,LEFT_WRIST,-144.7622,618.2408,-150.59448
7911,1,LEFT_HAND,-142.20972,628.475,-150.81567
7911,1,RIGHT_SHOULDER,22.578857,441.30078,-120.20679
7911,1,RIGHT_ELBOW,36.615723,540.78613,-132.89417
7911,1,RIGHT_WRIST,46.549255,637.9923,-151.11694
7911,1,RIGHT_HAND,48.70279,661.1944,-164.2489
7911,1,LEFT_HIP,-71.68158,660.8583,-132.94434
7911,1,LEFT_KNEE,-77.42563,811.73444,-126.42798
7911,1,LEFT_ANKLE,-76.138275,942.9131,-114.53308
7911,1,LEFT_FOOT,-56.96515,972.63293,-109.41028
7911,1,RIGHT_HIP,-17.53479,660.09705,-135.6875
7911,1,RIGHT_KNEE,-18.742096,795.09766,-132.80786
7911,1,RIGHT_ANKLE,-30.128784,944.9657,-118.75598
7911,1,RIGHT_FOOT,-54.837677,965.5161,-110.21741
7911,1,SPINE_SHOULDER,-45.77591,409.9453,-134.99817
7911,1,LEFT_HANDTIP,-115.88275,655.641,-111.54968
7911,1,LEFT_THUMB,-106.13446,619.4203,-103.46423
7911,1,RIGHT_HANDTIP,48.70694,690.8995,-174.99805
7911,1,RIGHT_THUMB,36.95691,662.3858,-161.90002
7912,2,SPINE_BASE,830.74255,643.8014,-238.72156
7912,2,SPINE_MID,835.52527,502.5008,-241.26343
7912,2,NECK,838.62476,364.84445,-238.469
7912,2,HEAD,843.8874,313.78918,-248.12463
7912,2,LEFT_SHOULDER,772.1323,431.9414,-217.84277
7912,2,LEFT_ELBOW,714.11786,544.86536,-238.56982
7912,2,LEFT_WRIST,670.7638,635.4415,-255.943
7912,2,LEFT_HAND,661.9591,662.2157,-264.99585
7912,2,RIGHT_SHOULDER,887.9559,432.96588,-211.02405
7912,2,RIGHT_ELBOW,953.2308,542.96765,-227.90466
7912,2,RIGHT_WRIST,995.25946,631.2334,-249.2284
7912,2,RIGHT_HAND,1016.2889,655.15045,-263.21997
7912,2,LEFT_HIP,798.11914,643.2102,-225.70813
7912,2,LEFT_KNEE,790.22034,796.41113,-252.42249
7912,2,LEFT_ANKLE,795.03033,953.4663,-239.80286
7912,2,LEFT_FOOT,808.69257,984.1183,-232.03564
7912,2,RIGHT_HIP,852.3996,643.27594,-220.21448
7912,2,RIGHT_KNEE,875.0236,808.8194,-224.8551
7912,2,RIGHT_ANKLE,863.5636,955.8335,-225.2201
7912,2,RIGHT_FOOT,855.4165,970.5517,-167.35632
7912,2,SPINE_SHOULDER,838.17725,398.7486,-240.14404
7912,2,LEFT_HANDTIP,656.7455,685.3119,-273.43176
7912,2,LEFT_THUMB,670.20496,662.9699,-246.91797
7912,2,RIGHT_HANDTIP,1023.16815,677.3688,-275.2296
7912,2,RIGHT_THUMB,1025.2484,659.29407,-256.4348
7954,1,SPINE_BASE,-49.617462,661.16486,-147.07874
7954,1,SPINE_MID,-47.93936,516.5443,-141.49084
7954,1,NECK,-44.622345,375.03613,-131.82153
7954,1,HEAD,-46.846924,324.81375,-139.19788
7954,1,LEFT_SHOULDER,-100.74475,443.29584,-116.97925
7954,1,LEFT_ELBOW,-126.51337,537.89087,-135.41309
7954,1,LEFT_WRIST,-144.7622,618.2408,-150.59448
7954,1,LEFT_HAND,-142.20972,628.475,-150.81567
7954,1,RIGHT_SHOULDER,22.578857,441.30078,-120.20679
7954,1,RIGHT_ELBOW,36.615723,540.78613,-132.89417
7954,1,RIGHT_WRIST,46.549255,637.9923,-151.11694
7954,1,RIGHT_HAND,48.70279,661.1944,-164.2489
7954,1,LEFT_HIP,-71.68158,660.8583,-132.94434
7954,1,LEFT_KNEE,-77.42563,811.73444,-126.42798
7954,1,LEFT_ANKLE,-76.138275,942.9131,-114.53308
7954,1,LEFT_FOOT,-56.96515,972.63293,-109.41028
7954,1,RIGHT_HIP,-17.53479,660.09705,-135.6875
7954,1,RIGHT_KNEE,-18.742096,795.09766,-132.80786
7954,1,RIGHT_ANKLE,-30.128784,944.9657,-118.75598
7954,1,RIGHT_FOOT,-54.837677,965.5161,-110.21741
7954,1,SPINE_SHOULDER,-45.77591,409.9453,-134.99817
7954,1,LEFT_HANDTIP,-115.88275,655.641,-111.54968
7954,1,LEFT_THUMB,-106.13446,619.4203,-103.46423
7954,1,RIGHT_HANDTIP,48.70694,690.8995,-174.99805
7954,1,RIGHT_THUMB,36.95691,662.3858,-161.90002
7955,2,SPINE_BASE,830.74255,643.8014,-238.72156
7955,2,SPINE_MID,835.52527,502.5008,-241.26343
7955,2,NECK,838.62476,364.84445,-238.469
7955,2,HEAD,843.8874,313.78918,-248.12463
7955,2,LEFT_SHOULDER,772.1323,431.9414,-217.84277
7955,2,LEFT_ELBOW,714.11786,544.86536,-238.56982
7955,2,LEFT_WRIST,670.7638,635.4415,-255.943
7955,2,LEFT_HAND,661.9591,662.2157,-264.99585
7955,2,RIGHT_SHOULDER,887.9559,432.96588,-211.02405
7955,2,RIGHT_ELBOW,953.2308,542.96765,-227.90466
7955,2,RIGHT_WRIST,995.25946,631.2334,-249.2284
7955,2,RIGHT_HAND,1016.2889,655.15045,-263.21997
7955,2,LEFT_HIP,798.11914,643.2102,-225.70813
7955,2,LEFT_KNEE,790.22034,796.41113,-252.42249
7955,2,LEFT_ANKLE,795.03033,953.4663,-239.80286
7955,2,LEFT_FOOT,808.69257,984.1183,-232.03564
7955,2,RIGHT_HIP,852.3996,643.27594,-220.21448
7955,2,RIGHT_KNEE,875.0236,808.8194,-224.8551
7955,2,RIGHT_ANKLE,863.5636,955.8335,-225.2201
7955,2,RIGHT_FOOT,855.4165,970.5517,-167.35632
7955,2,SPINE_SHOULDER,838.17725,398.7486,-240.14404
7955,2,LEFT_HANDTIP,656.7455,685.3119,-273.43176
7955,2,LEFT_THUMB,670.20496,662.9699,-246.91797
7955,2,RIGHT_HANDTIP,1023.16815,677.3688,-275.2296
7955,2,RIGHT_THUMB,1025.2484,659.29407,-256.4348
7997,1,SPINE_BASE,-51.25421,660.5261,-148.33215
7997,1,SPINE_MID,-48.845886,516.2046,-143.1023
7997,1,NECK,-44.84616,375.01544,-133.7987
7997,1,HEAD,-47.260498,324.4585,-140.56458
7997,1,LEFT_SHOULDER,-102.27411,442.65286,-119.16614
7997,1,LEFT_ELBOW,-128.03094,537.40234,-137.02478
7997,1,LEFT_WRIST,-146.86768,632.2066,-155.05359
7997,1,LEFT_HAND,-156.15112,655.56,-165.61157
7997,1,RIGHT_SHOULDER,21.764313,440.8103,-122.40784
7997,1,RIGHT_ELBOW,36.314117,540.4875,-133.724
7997,1,RIGHT_WRIST,48.292206,636.19006,-150.86902
7997,1,RIGHT_HAND,53.96646,661.185,-163.76624
7997,1,LEFT_HIP,-73.24902,660.0459,-134.23181
